34 8 635 1349 236 45 852 16 39 35 24 390 47 170 49 17 6	6 35 8 9 266 19 17 16 648 1533 233 45 929 17 36 24 404 47 385 48 19 7
17 39 213 11 49 16 6	6 19 41 209 12 48 17 7
27 112 21 19 445 1020 6	6 28 115 16 20 433 914 7
40 15 124 125 19 63 66 8 38 190 52 84 15 41 114 42 326 6	6 40 16 126 125 20 66 67 8 38 182 52 88 16 43 129 44 304 7
205 63 66 29 24 32 390 8 38 25 22 12 2511 48 10 1639 25 37 32 22 12 136 9 1143 10 17 29 24 1121 7905 6	6 202 66 67 32 24 348 8 38 27 23 13 2403 53 11 8 1729 8 27 39 34 23 13 145 10 1357 11 19 32 24 1074 2014 7
296 7 2691 37 4073 10 25 2362 37 32 468 14 48 28 12 462 25 29 32 104 31 48 9 100 8 17 15 55 13 7 780 13 205 63 66 6	6 288 9 1075 87 31 4081 11 27 843 39 34 100 15 53 7 30 13 473 8 27 32 34 107 10 101 31 53 7 19 16 58 14 9 665 14 202 66 67 7
55 1789 19 32 205 7 84 15 17 7 1444 560 15 56 404 8 34 7 63 66 1087 21 60 658 8 41 17 7906 21 32 41 73 442 6	6 58 1730 20 34 202 9 88 16 19 1240 16 59 392 8 35 66 67 1119 22 63 608 8 43 19 930 16 34 43 75 8 470 7
19 54 84 15 7 106 10 18 79	6 20 57 8 9 88 16 9 106 7 11 18 81
135 156 46 616 15 8 16 15 455 9 24 505 19 46 552 86 89	6 142 8 1007 49 595 16 8 17 189 24 509 20 49 537 92 90
156 18 117 22 12 428 511 89	6 1007 18 116 8 23 13 437 485 90
30 393 280 54 11 69 115 12 821 39 5747 8 10 33 21 14 7 1507 97 6 11 312 9 228 20 302 48 405 12 73 258 369 58 16 15 12 1213 105 230 112 8	6 29 356 293 57 12 70 119 13 823 5762 8 11 33 22 340 7 12 341 10 231 21 301 53 391 13 75 272 8 349 62 17 16 13 1310 8 572 105 219 115 8
50 18 95 9 140 12 73 1213 8 62 5748 62 35 24 46 106 636 6 11 22 460 16 659 10 14 20 202 8 16 91 24 460 52 207 38 11 231 30 59 49 16 19 78 373 6	6 50 18 94 10 146 13 75 1310 8 60 5763 60 36 24 49 106 650 7 12 23 450 17 666 11 8 15 21 206 8 17 91 24 450 52 205 8 38 12 235 29 61 48 17 20 80 358 7
108 13 44 8 7 1308 8 87 26 4074 5749 8 153 12 150 133 402 9 17 8 7 5750 98 647 23 7907 2512 28 7 1445 13 27 258 35 24 6	6 103 14 46 8 9 1358 8 86 26 4082 5764 8 140 13 147 136 38 9 2404 93 656 25 7762 2554 10 130 138 85 9 2980 14 28 272 61 24 7
83 39 42 8 7 1991 15 390 14 272 9 406 6	6 85 41 44 8 9 2015 16 404 10 394 7
7 542 395 136 14 7 595 12 277 92 364 58 7 5748 822 26 1640 52 7 1641 10 7908 6	6 9 461 373 145 15 9 609 13 280 95 369 62 9 5763 1008 26 1659 52 1660 11 1731 7
14 387 8 20 2513 19 7 475 258 512 15 27 4739 10 723 7909 182 24 460 50 18 71 823 12 73 48 696 105 16 7910 1350 14 3596 456 7 329 10 16 236 45 24 765 6	6 15 372 8 21 2405 20 9 527 272 518 16 28 4726 11 725 1310 8 72 189 24 450 50 18 94 10 23 13 75 53 8 657 19 17 7763 1457 18 15 3615 491 9 314 11 17 233 45 24 807 7
14 20 202 8 63 66 14 20 165 35 208 245 38 20 165 15 41 900 10 1992 16 15 617 55 13 824 120 289 10 193 75 182 24 631 180 1390 15 33 7 1710 21 2224 33 22 1089 20 165	6 15 21 206 8 66 67 15 21 170 36 227 243 8 38 21 170 16 43 859 11 8 498 8 17 16 577 58 14 9 860 118 275 7 11 191 234 19 189 24 632 163 1311 16 19 9 1661 22 2406 7 33 23 1044 21 170 7
58 25 476 1261 8 101 29 25 113 227 13 7 168 79	6 62 27 542 1120 108 27 32 112 237 14 9 171 8
25 29 113 12 1391 53 61 244 8 38 50 25 37 27 129 48 17 25 21 132 9 301 14 247 724 8 25 37 45 228 42 2363 13 940 47 1051 6	6 27 79 956 13 1404 55 65 261 8 38 50 27 39 28 131 53 19 27 22 135 10 844 15 246 844 8 27 573 45 116 44 957 47 958 7
7 93 161 1392 14 61 618 26 7 142 1392 70 26 477 13 293 1508 10 32 73 9 161 144 195 6	6 9 96 3274 15 65 633 26 9 139 1537 72 26 510 14 296 5765 11 34 75 20 281 150 181 7
58 11 26 12 486 11 137 20 517 31 74 901 121 20 142 6	6 62 12 26 13 486 12 793 21 511 25 77 875 121 139 7
25 1214 354 14 7911 8 121 17 11 671 12 1393 13 967 6	6 27 1200 13 335 15 7764 7 121 19 8 12 742 13 1359 14 959 7
7912 10 7913 26 20 419 4740 8 11 128 57 5751 6	6 7765 11 7766 93 21 420 4727 7 12 132 56 5766 7
12 553	6 13 574
14 1880 33 98 2919 7914 8 12 1090 4075 10 12 1446 6	6 15 1732 8 40 93 2981 29 8 13 1045 3616 11 13 1405 7
7 2225 9 1790 26 1262 8 10 56 825 6	6 9 2144 10 1826 26 1241 8 11 59 1099 7
17 26 38 637 881 9 201 2692 9 207 8 10 2920 153 45 881 17 6	6 19 26 38 651 822 10 215 2755 10 205 8 11 2982 140 45 48 19 7
7 148 26 497 191 7 2693 619 6	6 9 153 26 492 184 9 2756 634 7
64 554 436 33 7915 101 7 2514 98 132 9 681 7 1993 6	6 68 549 421 8 33 5767 108 9 2555 93 135 10 699 9 1827 7
198 310 1881 23 7 159 55 36 59 49 9 184 637 6	6 199 294 2145 104 25 9 162 58 37 61 48 10 699 25 175 651 7
17 362 8 7 1446 8 7 4075 8 637 10 2920 3215 14 7 171 374 8 10 17 26 45 157 355 6	6 19 370 8 9 1405 8 9 3616 8 651 11 2982 3617 15 9 176 374 8 11 19 26 45 159 343 7
58 198 104 103 14 7 437 8 36 1309 17 74 4075 71 7916 8 10 36 333 637 39 1446 23 64 1090 1642 14 74 1882 6	6 62 199 256 104 15 9 443 8 37 978 19 77 7767 71 2983 8 11 37 350 651 41 1405 25 68 1045 1588 15 77 2146 7
36 346 17 7 1446 71 2364 7 4075 216 7 362 8 41 36 5752 9 637 8 575 7 335 10 189 420 6	6 37 345 19 9 1405 71 2556 9 3616 239 9 370 8 43 37 4083 42 651 8 743 9 346 11 185 415 7
198 483 7 335 10 290 43 17 323 36 71 185 12 553	6 199 504 9 346 11 310 42 19 344 37 71 187 13 574 7
16 15 1351 14 7 56 555 13 61 111 10 941 12 882 826 13 1052 10 1263 6	6 17 16 1406 15 9 59 543 14 65 114 11 876 13 979 845 14 898 11 1360 7
7 7917 21 942 10 4076 6	6 9 5768 22 915 11 3618 7
18 177 49 18 21 43 187 89	6 18 178 48 18 22 42 196 90
7 1052 21 45 56 404 6	6 9 898 22 45 59 392 7
41 8 20 291 112 14 7 535 48 16 15 549 5753 6 11 22 118 3597 27 112 496 197 48 6	6 43 8 21 276 115 42 9 556 53 16 605 5769 7 12 23 110 219 28 115 20 13 192 53 517 7
13 241 8 14 181 11 49 9 660 42 105 14 991 34 27 37 45 410 54 6	6 14 240 8 15 188 8 12 48 10 557 44 105 15 980 8 35 28 233 45 409 57 7
11 37 45 94 388 213 8 34 11 416 129 102 85 31 7 549 14 272 9 660 6	6 12 39 45 100 209 8 35 12 87 31 9 605 444 131 102 15 292 10 557 7
50 16 15 56 7918 10 7919 646 8 11 37 45 1021 51 16 10 11 69 115 7920 43 187 6	6 50 17 16 59 877 11 1538 576 8 12 39 45 981 51 17 11 12 557 42 196 7
121 64 48 58 18 35 24 632 17 18 21 968 19 42 8 18 29 235 9 285 42 358 1182 6	6 121 68 53 8 62 18 178 19 18 22 982 20 44 8 18 32 249 10 39 44 348 1458 7
34 151 32 6	6 35 34 160 7
83 39 7 288 79	6 85 41 9 283 81
38 13 340 6	6 38 14 371 7
296 8 12 88 13 5754 10 2515 2921 14 20 902 8 34 101 9 452 16 379 2516 79	6 288 8 13 84 14 5770 11 2557 501 184 21 878 8 35 108 10 454 74 386 2558 81
101 29 11 1791 20 429 9 37 74 1883 79	6 108 32 12 2757 21 438 10 39 56 1733 81
101 29 11 752 76 79	6 108 32 12 861 10 74 81
198 15 12 3216 10 232 167 6	6 199 16 13 2559 11 274 168 7
19 36 123 3598 74 389 10 123 7 943 15 7 807 55 6	6 38 14 28 8 37 123 7768 77 381 11 123 248 9 960 26 9 58 777 7
74 943 396 8 38 77 1711 130 8 9 4741 10 4742 19 90 389 67 14 67 1091 6	6 77 960 379 8 38 78 931 133 8 10 4728 11 4729 10 89 381 54 15 54 1121 7
55 102 58 198 26 141 19 100 8 74 389 4077 10 1394 74 943 6	6 58 102 62 199 26 138 42 101 8 77 381 4084 11 1459 77 960 7
74 943 26 1183 10 77 3217 12 88 10 77 2517 31 549 647 19 198 6	6 77 960 26 1280 11 78 4085 13 84 11 78 2016 15 9 605 656 20 199 7
74 943 1264 903 130 456 33 706 187 34 74 389 2365 17 74 943 383 90 3218 566 10 4078 17 77 26 2518 6	6 77 960 1242 916 133 491 33 1407 196 35 77 381 2560 19 77 960 248 3275 580 10 89 11 4730 19 78 26 2407 7
198 1643 74 389 276 36 4743 2519 13 4744 31 74 943 39 1215 6	6 199 1734 77 381 8 268 37 4731 7769 31 77 960 41 399 7
36 4079 74 943 121 7921 90 6	6 37 5771 77 960 121 7770 89 7
77 26 3599 10 7922 51 12 553 77 153 32 3219 6	6 78 26 3619 11 7771 20 13 574 78 140 34 3276 7
198 483 7 335 10 290 43 17 323 36 71 185 12 553 6	6 199 504 9 346 11 310 42 19 344 37 71 187 13 574 7
7 682 4080 6	6 9 726 4086 7
7 682 4080 26 1216 31 5755 52 2694 7923 3600 6	6 9 726 4086 26 1046 15 5772 52 2758 7772 3620 7
27 26 55 13 7 969 5756 17 1884 61 251 6	6 28 26 58 14 9 1361 2408 19 1828 65 197 7
64 7924 1644 40 98 992 237 7925 13 4745 5757 4746 9 3600 39 2104 34 3600 15 370 7926 23 7 1712 38 74 2104 26 220 9 7927 7 1447 4747 38 13 12 1885 13 256 1053 116 62 65 883 4745 1572 8 12 1217 4748 105 308 98 220 9 1144 10 12 275 3220 17 185 742 2226 53 12 7928 1218 2922 3601 6 62	6 68 7773 1589 40 93 1009 83 7774 14 4732 7775 5773 10 3620 41 2147 8 35 3620 16 362 7776 25 9 1735 38 77 2147 26 218 10 7777 9 1662 4733 38 14 13 2148 14 255 983 117 60 64 879 4732 1924 8 13 1281 4734 105 308 93 218 10 824 11 13 300 3621 19 187 795 2149 55 13 7778 1362 3277 3622 7 60
176 631 53 7929 158	6 169 632 55 7779 156
3600 899 12 827 582 51 7 4745 682 4080 31 2695 13 7930 8 10 74 1645 648 98 14 5755 6	6 3620 874 796 519 163 9 4732 726 4086 15 2759 14 7780 8 11 77 1663 596 26 15 5772 7
11 75 83 27 15 7 80 463 1712 38 224 27 25 319 45 162 49 25 162 442 6	6 12 76 85 28 16 9 82 462 1735 38 223 28 27 321 45 179 48 27 179 137 325 7
637 273 13 498 725 4749 1352 379 14 7 391 374 11 37 45 94 83 9 37 567 8 108 1573 379 683 10 11 2923 74 7931 2696 16 15 2520 8 139 11 290 17 36 15 141 13 1509 41 11 265 20 1792 207 7932 9 7 2697 34 226 36 15 32 1145 41 25 808 9 113 130 180 7 1122 47 796 7 2366 8 310 25 796 7 2366 224 5758 3602 6	6 651 8 13 297 14 507 41 686 4735 11 1363 386 15 9 395 374 7 12 140 45 100 85 10 39 558 7 103 8 12 4087 359 386 11 12 2984 77 7781 7 17 26 2561 7 143 12 310 19 37 26 138 14 1539 8 43 12 270 21 1664 7 205 451 7782 10 9 2760 8 35 229 37 26 34 1122 8 43 27 379 10 112 133 10 9 1123 47 846 64 2409 7 294 27 270 64 2409 223 3623 7
207 7933 647 19 7 2366 2521 34 226 32 1054 1510 7 288 15 61 797 1448 15 221 418 53 7 111 17 39 213 16 15 407 638 6	6 205 26 7783 656 20 9 2409 41 2274 8 35 17 229 71 34 1163 1407 127 7 9 283 26 65 778 1665 16 479 424 55 9 114 7 19 41 209 17 26 622 7
3603 11 22 460 12 56 332 4081 14 472 195 2698 1353 6	6 666 12 342 13 59 333 4088 15 469 181 3278 1364 7
10 11 396 9 218 6	6 11 12 379 10 222 7
242 403 97 13 86 15 56 464 23 80 30 44 237 7 120 6	6 212 8 13 405 97 14 92 16 59 445 25 82 29 46 247 9 118 7
11 95 9 24 694 10 22 12 73 315 6	6 12 94 10 24 757 11 23 75 298 7
11 492 49 9 201 633 9 469 32 9 1143 43 187 10 278 330 6	6 12 480 48 10 215 590 10 459 34 10 1357 42 196 11 289 326 7
85 9 195 4750 8 24 993 10 18 35 177 14 193 97 6	6 87 10 181 2017 11 4736 8 24 1010 11 18 36 178 113 7
18 35 577 51 1641 10 404 1395 6	6 18 36 610 51 1660 11 392 1365 7
50 18 37 45 22 620 19 12 197 48 46 377 35 177 170 3221 6	6 50 18 39 45 23 557 20 13 192 53 8 49 387 36 178 172 3279 7
30 35 248 43 46 2367 7934 6	6 29 36 244 42 49 2150 7784 7
20 1310 15 450 183 6	6 21 1312 16 479 193 7
7 1389 13 20 1310 21 1090 10 7 1146 15 1123 2699 6	6 9 2151 14 21 1312 22 1045 11 9 1243 16 1100 2761 7
14 20 1310 40 15 12 1994 1124 8 12 1995 7935 8 12 221 682 1994 5759 970 10 12 183 1994 3604 6	6 15 21 1312 40 16 13 2018 1244 8 13 1925 3624 14 7785 8 13 232 726 2018 5774 1124 11 13 193 2018 4089 7
31 7 1389 40 21 64 2105 13 20 148 8 34 11 37 45 7936 144 4751 6	6 31 9 1535 40 22 68 2152 14 21 153 8 35 12 39 45 23 150 4737 7
11 72 338 43 4752 3605 8 14 7 1504 13 4752 4753 8 53 1396 6	6 12 179 15 4738 4090 8 15 9 1160 14 4738 4739 8 15 1366 7
14 20 111 7 168 39 1793 15 41 358 6	6 15 21 114 8 2985 9 171 16 43 348 7
108 13 44 8 25 22 65 5760 458 13 7937 1511 9 5761 283 13 4752 3605 8 34 296 8 7 458 35 24 166 9 4082 12 96 478 13 283 6	6 103 14 46 8 27 23 64 5775 496 14 7786 667 10 9 5776 277 14 4738 4090 8 35 288 8 9 496 16 167 10 4740 13 99 277 487 7
25 22 607 470 2700 8 34 296 15 32 465 6	6 27 23 564 520 3280 8 35 288 17 69 34 434 7
510 8 7 1574 236 45 596 23 7 168 184 19 186 8 7 1574 1147 23 1022 39 2924 2106 58 7 96 904 7938 7 1574 6	6 497 8 9 1590 233 45 237 51 9 171 175 20 183 8 9 1590 1125 9 1047 2153 62 9 99 2275 373 247 9 1590 7
16 3606 7 1092 26 607 14 7 159 649 92 16 26 237 38 7 96 1713 493 13 7 904 6	6 17 2986 19 9 1076 19 26 187 15 9 162 687 95 26 247 38 14 9 99 1829 493 14 9 2275 7
16 15 41 2227 38 7 168 110 9 24 237 139 1713 493 6	6 17 16 43 2276 38 9 171 426 10 24 44 109 105 1829 2410 7
824 8 25 22 32 3607 12 707 1713 9 3608 499 6	6 860 8 27 23 34 3625 13 727 1666 10 4741 488 7
411 9 117 12 4754 2106 13 1022 8 47 971 13 919 8 47 7 7939 5762 184 25 22 166 7 7940 17 15 3609 7 4083 6	6 422 14 202 4742 2153 14 1047 8 47 899 14 932 8 47 13 7787 5777 8 27 23 167 13 7788 19 16 5778 9 4091 7
14 387 8 14 20 111 8 7 1265 13 7 168 39 1793 37 32 217 101 16 15 455 9 1793 13 4083 8 168 10 403 6	6 15 372 8 15 21 114 8 1591 20 9 171 41 1592 16 34 217 30 17 91 20 9 1592 14 4091 8 171 11 298 7
168 15 7 7941 15 124 7942 14 61 7943 98 944 14 57 163 7944 98 32 743 47 140 83 7945 14 61 7946 117 9 534 51 101 1120 328 7947 33 37 1449 94 83 266 27 114 7948 828 14 4084 1714 10 266 7949 7950 30 166 9 2522 1219 28 50 211 1219 15 7951 21 5763 38 13 44 7 212 407 53 7 1219 21 302 6	6 9 171 16 65 1667 7 40 16 126 1245 15 65 7789 7 33 22 961 25 56 161 101 7 126 58 3626 31 47 2987 85 16 1246 15 65 201 7 33 356 526 51 108 1098 17 16 327 8 35 33 39 45 100 85 241 17 28 1098 7 12 73 427 15 4092 880 11 388 65 1667 474 7 68 29 167 10 2562 9 1313 30 50 9 1313 16 2762 7 318 16 5779 38 46 9 128 27 107 55 9 2019 22 301 7
33 7952 51 168 38 17 236 45 829 446 9 76 6	6 33 39 45 237 51 9 171 38 17 233 45 215 385 10 74 7
11 22 118 14 7 595 159 169 8 108 14 272 9 248 19 12 133 28 12 7953 34 60 8 252 12 88 13 48 9 2228 12 96 120 6	6 12 26 15 9 609 162 166 8 103 15 292 10 244 20 13 136 30 13 7790 8 35 63 8 259 13 84 14 53 10 2411 13 99 118 7
11 823 51 155 92 40 8 34 11 551 9 259 297 9 884 38 11 3610 20 187 6	6 12 847 51 155 95 40 8 35 12 436 10 271 312 10 900 38 12 3281 21 196 7
43 108 8 11 71 265 12 175 2107 34 36 263 36 81 45 24 220 9 435 54 12 2225 192 155 528 8 41 11 265 20 523 87 5764 1794 54 19 32 252 383 130 51 7 511 10 36 2523 54 36 59 22 3611 12 2225 4085 105 17 73 19 529 2107 6	6 42 103 8 12 270 13 180 2154 35 37 248 37 61 45 24 218 10 475 57 13 2144 20 155 544 8 43 12 270 21 538 86 5780 1736 57 20 34 259 412 133 51 9 485 8 11 37 412 57 37 61 475 13 2144 3627 105 19 75 54 20 54 581 180 2154 7
11 1643 14 130 8 34 11 153 45 94 101 11 26 705 6	6 12 1734 133 8 35 12 140 45 100 108 792 12 26 7
36 71 3611 54 7 2225 34 36 153 45 487 19 16 8 38 14 17 323 36 71 45 260 3612 320 31 130 6	6 37 3628 57 9 2144 35 37 140 45 502 20 17 8 38 42 19 344 37 71 45 256 319 4093 31 133 7
11 71 208 484 41 1148 89	6 12 71 227 472 43 1314 90
168 15 123 12 4755 209 14 7 120 6	6 9 171 16 123 13 4743 214 15 9 118 7
20 298 15 7954 7955 2701 67 7956 6	6 21 316 16 7791 7792 2763 54 7793 7
11 2524 1512 92 147 6	6 12 2988 1668 95 151 7
20 203 3613 6	6 21 203 3629 8
11 119 885 20 1125 48 8 10 192 1055 253 9 85 9 100 11 26 443 13 18 10 11 551 9 201 18 12 293 766 23 27 1184 1266 8 11 219 18 49 16 6	6 12 23 120 711 21 1164 1247 8 11 195 1315 242 10 87 10 101 8 12 26 455 14 18 11 12 436 10 215 18 13 232 744 25 137 1248 1165 7 12 225 18 48 74 7
23 44 20 128	6 25 46 21 132
11 59 49 9 530 19 7 133 17 18 22 1450 6	6 12 61 48 10 565 20 9 136 19 18 23 1249 7
11 22 465 14 78 2368 192 8 10 11 22 1886 12 88 13 173 40 6	6 12 23 434 15 80 2020 195 8 11 12 23 1737 13 84 14 174 40 7
2702	6 2989
